Source_IP,Destination_IP,Source_Port,Dest_Port,Protocol,Packet_Length,TTL,Confidentiality_Score,Confidentiality_Signal,Risk_Tier,Risk_Confidence,Sensitivity,Final_Score,Selected_Algorithm,Selected_Policy,PQC_Handshake_Used,Symmetric_Cipher,Resource_Status,CPU_Percent,Memory_Percent
10.0.0.1,10.0.0.2,60558,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46246,HTTPS,1401,64,0.9,PROTO-HTTPS,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46246,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60572,8000,HTTP,74,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60572,HTTP,74,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60572,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60572,8000,HTTP,183,64,0.5,PORT-8000,LOW,0.922,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60572,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46246,8443,HTTPS,146,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60572,HTTP,222,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60572,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60572,HTTP,1413,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60572,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60572,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46246,8443,HTTPS,205,64,0.9,PORT-8443,LOW,0.922,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46246,HTTPS,321,64,0.9,PROTO-HTTPS,LOW,0.947,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60572,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60572,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60574,8000,HTTP,74,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60574,HTTP,74,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60574,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60574,8000,HTTP,183,64,0.5,PORT-8000,LOW,0.922,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46246,HTTPS,1514,64,0.9,PROTO-HTTPS,LOW,0.932,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60574,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46246,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46246,HTTPS,420,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46246,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46260,8443,HTTPS,74,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46260,HTTPS,74,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46260,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46260,8443,HTTPS,583,64,0.9,PORT-8443,LOW,0.932,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46260,HTTPS,66,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60574,HTTP,222,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60574,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60574,HTTP,1413,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60574,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60574,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60574,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60578,8000,HTTP,74,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60578,HTTP,74,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60578,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60578,8000,HTTP,183,64,0.5,PORT-8000,LOW,0.922,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60578,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46260,HTTPS,1401,64,0.9,PROTO-HTTPS,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46260,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60578,HTTP,222,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60578,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60578,HTTP,1413,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46260,8443,HTTPS,146,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60578,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60578,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60578,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46260,8443,HTTPS,205,64,0.9,PORT-8443,LOW,0.922,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46260,HTTPS,321,64,0.9,PROTO-HTTPS,LOW,0.947,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60580,8000,HTTP,74,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60580,HTTP,74,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60580,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60580,8000,HTTP,183,64,0.5,PORT-8000,LOW,0.922,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60580,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46260,HTTPS,1514,64,0.9,PROTO-HTTPS,LOW,0.932,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46260,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46260,HTTPS,420,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46260,HTTPS,66,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46260,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46262,8443,HTTPS,74,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46262,HTTPS,74,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46262,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60580,HTTP,222,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60580,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60580,HTTP,1413,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60580,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60580,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60580,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60580,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46262,8443,HTTPS,583,64,0.9,PORT-8443,LOW,0.932,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46262,HTTPS,66,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60582,8000,HTTP,74,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60582,HTTP,74,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60582,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60582,8000,HTTP,183,64,0.5,PORT-8000,LOW,0.922,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60582,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46262,HTTPS,1401,64,0.9,PROTO-HTTPS,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46262,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60582,HTTP,222,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60582,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60582,HTTP,1413,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60582,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60582,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60582,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60594,8000,HTTP,74,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60594,HTTP,74,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60594,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60594,8000,HTTP,183,64,0.5,PORT-8000,LOW,0.922,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60594,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46262,8443,HTTPS,146,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46262,8443,HTTPS,205,64,0.9,PORT-8443,LOW,0.922,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46262,HTTPS,321,64,0.9,PROTO-HTTPS,LOW,0.947,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60594,HTTP,222,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60594,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60594,HTTP,1413,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60594,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60594,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46262,HTTPS,1514,64,0.9,PROTO-HTTPS,LOW,0.932,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46262,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46262,HTTPS,420,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46262,HTTPS,66,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60594,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60594,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46262,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60604,8000,HTTP,74,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46272,8443,HTTPS,74,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60604,HTTP,74,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46272,HTTPS,74,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46272,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60604,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60604,8000,HTTP,183,64,0.5,PORT-8000,LOW,0.922,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46272,8443,HTTPS,583,64,0.9,PORT-8443,LOW,0.932,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46272,HTTPS,66,64,0.9,PROTO-HTTPS,LOW,0.952,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60604,HTTP,66,64,0.5,PROTO-HTTP,LOW,0.952,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60604,HTTP,222,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8443,46272,HTTPS,1401,64,0.9,PROTO-HTTPS,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60604,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,46272,8443,HTTPS,66,64,0.9,PORT-8443,LOW,0.942,HIGH,0.9,ML-KEM-1024 + AES-256-GCM,High Security Policy,True,AES-256-GCM,AVAILABLE,14.6,50.2
10.0.0.2,10.0.0.1,8000,60604,HTTP,1413,64,0.5,PROTO-HTTP,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
10.0.0.1,10.0.0.2,60604,8000,HTTP,66,64,0.5,PORT-8000,LOW,0.942,MEDIUM,0.5,AES-256-CBC,Standard Security Policy,False,AES-256-CBC,AVAILABLE,14.6,50.2
